CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000000ED;16/05/2021;7;0.061;R
ES0031300000000000ED;16/05/2021;8;0.059;R
ES0031300000000000ED;16/05/2021;9;0.089;R
ES0031300000000000ED;16/05/2021;10;0.576;R
ES0031300000000000ED;16/05/2021;11;0.641;R
ES0031300000000000ED;16/05/2021;12;1.01;R
ES0031300000000000ED;16/05/2021;13;0.179;R
ES0031300000000000ED;16/05/2021;14;0.071;R
ES0031300000000000ED;16/05/2021;15;0.224;R
ES0031300000000000ED;16/05/2021;16;0.257;R
ES0031300000000000ED;16/05/2021;17;0.218;R
ES0031300000000000ED;16/05/2021;18;0.264;R
ES0031300000000000ED;16/05/2021;19;0.219;R
ES0031300000000000ED;16/05/2021;20;0.115;R
ES0031300000000000ED;16/05/2021;21;0.113;R
ES0031300000000000ED;16/05/2021;22;0.302;R
ES0031300000000000ED;16/05/2021;23;0.315;R
ES0031300000000000ED;16/05/2021;24;0.514;R
ES0031300000000000ED;17/05/2021;1;0.151;R
ES0031300000000000ED;17/05/2021;2;0.088;R
ES0031300000000000ED;17/05/2021;3;0.067;R
ES0031300000000000ED;17/05/2021;4;0.054;R
ES0031300000000000ED;17/05/2021;5;0.078;R
ES0031300000000000ED;17/05/2021;6;0.043;R
ES0031300000000000ED;17/05/2021;7;0.086;R
ES0031300000000000ED;17/05/2021;8;0.034;R
ES0031300000000000ED;17/05/2021;9;0.328;R
ES0031300000000000ED;17/05/2021;10;0.088;R
ES0031300000000000ED;17/05/2021;11;0.667;R
ES0031300000000000ED;17/05/2021;12;0.902;R
ES0031300000000000ED;17/05/2021;13;1.044;R
ES0031300000000000ED;17/05/2021;14;1.445;R
ES0031300000000000ED;17/05/2021;15;0.058;R
ES0031300000000000ED;17/05/2021;16;0.083;R
ES0031300000000000ED;17/05/2021;17;0.037;R
ES0031300000000000ED;17/05/2021;18;0.085;R
ES0031300000000000ED;17/05/2021;19;0.034;R
ES0031300000000000ED;17/05/2021;20;0.119;R
ES0031300000000000ED;17/05/2021;21;0.254;R
ES0031300000000000ED;17/05/2021;22;0.323;R
ES0031300000000000ED;17/05/2021;23;0.269;R
ES0031300000000000ED;17/05/2021;24;0.098;R
ES0031300000000000ED;18/05/2021;1;0.33;R
ES0031300000000000ED;18/05/2021;2;0.106;R
ES0031300000000000ED;18/05/2021;3;0.06;R
ES0031300000000000ED;18/05/2021;4;0.094;R
ES0031300000000000ED;18/05/2021;5;0.04;R
ES0031300000000000ED;18/05/2021;6;0.1;R
ES0031300000000000ED;18/05/2021;7;0.038;R
ES0031300000000000ED;18/05/2021;8;0.1;R
ES0031300000000000ED;18/05/2021;9;0.214;R
ES0031300000000000ED;18/05/2021;10;0.445;R
ES0031300000000000ED;18/05/2021;11;0.254;R
ES0031300000000000ED;18/05/2021;12;0.107;R
ES0031300000000000ED;18/05/2021;13;0.428;R
ES0031300000000000ED;18/05/2021;14;0.335;R
ES0031300000000000ED;18/05/2021;15;0.261;R
ES0031300000000000ED;18/05/2021;16;0.272;R
ES0031300000000000ED;18/05/2021;17;0.149;R
ES0031300000000000ED;18/05/2021;18;0.06;R
ES0031300000000000ED;18/05/2021;19;0.115;R
ES0031300000000000ED;18/05/2021;20;0.33;R
ES0031300000000000ED;18/05/2021;21;0.619;R
ES0031300000000000ED;18/05/2021;22;0.949;R
ES0031300000000000ED;18/05/2021;23;0.294;R
ES0031300000000000ED;18/05/2021;24;0.249;R
ES0031300000000000ED;19/05/2021;1;0.264;R
ES0031300000000000ED;19/05/2021;2;0.185;R
ES0031300000000000ED;19/05/2021;3;0.072;R
ES0031300000000000ED;19/05/2021;4;0.099;R
ES0031300000000000ED;19/05/2021;5;0.038;R
ES0031300000000000ED;19/05/2021;6;0.093;R
ES0031300000000000ED;19/05/2021;7;0.051;R
ES0031300000000000ED;19/05/2021;8;0.078;R
ES0031300000000000ED;19/05/2021;9;0.181;R
ES0031300000000000ED;19/05/2021;10;0.471;R
ES0031300000000000ED;19/05/2021;11;0.513;R
ES0031300000000000ED;19/05/2021;12;0.43;R
ES0031300000000000ED;19/05/2021;13;0.14;R
ES0031300000000000ED;19/05/2021;14;0.581;R
ES0031300000000000ED;19/05/2021;15;0.667;R
ES0031300000000000ED;19/05/2021;16;0.247;R
ES0031300000000000ED;19/05/2021;17;0.303;R
ES0031300000000000ED;19/05/2021;18;0.069;R
ES0031300000000000ED;19/05/2021;19;0.109;R
ES0031300000000000ED;19/05/2021;20;0.094;R
ES0031300000000000ED;19/05/2021;21;0.08;R
ES0031300000000000ED;19/05/2021;22;0.918;R
ES0031300000000000ED;19/05/2021;23;0.765;R
ES0031300000000000ED;19/05/2021;24;0.505;R
ES0031300000000000ED;20/05/2021;1;0.116;R
ES0031300000000000ED;20/05/2021;2;0.106;R
ES0031300000000000ED;20/05/2021;3;0.081;R
ES0031300000000000ED;20/05/2021;4;0.054;R
ES0031300000000000ED;20/05/2021;5;0.095;R
ES0031300000000000ED;20/05/2021;6;0.036;R
ES0031300000000000ED;20/05/2021;7;0.095;R
ES0031300000000000ED;20/05/2021;8;0.059;R
ES0031300000000000ED;20/05/2021;9;0.247;R
ES0031300000000000ED;20/05/2021;10;0.536;R
ES0031300000000000ED;20/05/2021;11;0.05;R
ES0031300000000000ED;20/05/2021;12;0.103;R
ES0031300000000000ED;20/05/2021;13;0.121;R
ES0031300000000000ED;20/05/2021;14;0.172;R
ES0031300000000000ED;20/05/2021;15;0.599;R
ES0031300000000000ED;20/05/2021;16;0.284;R
ES0031300000000000ED;20/05/2021;17;0.225;R
ES0031300000000000ED;20/05/2021;18;0.102;R
ES0031300000000000ED;20/05/2021;19;0.139;R
ES0031300000000000ED;20/05/2021;20;0.157;R
ES0031300000000000ED;20/05/2021;21;0.176;R
ES0031300000000000ED;20/05/2021;22;0.149;R
ES0031300000000000ED;20/05/2021;23;1.429;R
ES0031300000000000ED;20/05/2021;24;0.904;R
ES0031300000000000ED;21/05/2021;1;0.163;R
ES0031300000000000ED;21/05/2021;2;0.08;R
ES0031300000000000ED;21/05/2021;3;0.111;R
ES0031300000000000ED;21/05/2021;4;0.081;R
ES0031300000000000ED;21/05/2021;5;0.064;R
ES0031300000000000ED;21/05/2021;6;0.103;R
ES0031300000000000ED;21/05/2021;7;0.062;R
ES0031300000000000ED;21/05/2021;8;0.159;R
ES0031300000000000ED;21/05/2021;9;0.212;R
ES0031300000000000ED;21/05/2021;10;0.48;R
ES0031300000000000ED;21/05/2021;11;1.552;R
ES0031300000000000ED;21/05/2021;12;1.456;R
ES0031300000000000ED;21/05/2021;13;0.259;R
ES0031300000000000ED;21/05/2021;14;0.139;R
ES0031300000000000ED;21/05/2021;15;0.261;R
ES0031300000000000ED;21/05/2021;16;0.264;R
ES0031300000000000ED;21/05/2021;17;0.093;R
ES0031300000000000ED;21/05/2021;18;0.094;R
ES0031300000000000ED;21/05/2021;19;0.117;R
ES0031300000000000ED;21/05/2021;20;0.076;R
ES0031300000000000ED;21/05/2021;21;0.143;R
ES0031300000000000ED;21/05/2021;22;0.977;R
ES0031300000000000ED;21/05/2021;23;0.715;R
ES0031300000000000ED;21/05/2021;24;0.312;R
ES0031300000000000ED;22/05/2021;1;0.156;R
ES0031300000000000ED;22/05/2021;2;0.078;R
ES0031300000000000ED;22/05/2021;3;0.099;R
ES0031300000000000ED;22/05/2021;4;0.1;R
ES0031300000000000ED;22/05/2021;5;0.053;R
ES0031300000000000ED;22/05/2021;6;0.093;R
ES0031300000000000ED;22/05/2021;7;0.088;R
ES0031300000000000ED;22/05/2021;8;0.049;R
ES0031300000000000ED;22/05/2021;9;0.212;R
ES0031300000000000ED;22/05/2021;10;0.301;R
